"createdOn","cwltool_version","date_accessed","docker_version","entityId","env_cpus","env_disk","env_memory","environment","institution","modifiedOn","file_name","objectId","platform","reportEntityId","reportStatus","runner","runner_version","scopeId","status","submitterAlias","submitterId","team","teamId","user","userId","versionNumber","workflow","workflow_type","workflow_contributor","input_handle","suggested_cpus","suggested_disk","suggested_ram"
"1506377755855",,"2017-09-26T13:30:15+00:00","17.06.2-ce","syn10903696","4","200Gb","16Gb","Google Compute Engine","UCSC","1516687266360","9606345_UCSCGA4GH-DREAMChallengeTeam_1506377735.zip","9637571","GCC cwltool","syn10908212","VALIDATED","cwltool","1.0.20170413194156","9606345","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1506436449776",,"2017-09-25","17.06.2-ce","syn10907636","2","160Gb","64Gb","OpenStack VM","MGI WUSTL","1516687268207","9606345_MGIWUSTL_1506436417.zip","9637639","cwltool","syn10908213","VALIDATED","cwltool","1.0.20170828135420","9606345","VALIDATED","MGI WUSTL","3361932","MGI WUSTL","3361932","Thomas Mooney","3361933","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1506611959510",,"2017-09-28","17.06.2-ce","syn10921409","2","160Gb","64Gb","OpenStack VM","MGI WUSTL","1516687269964","9606345_MGIWUSTL_1506611922.zip","9638110","Toil","syn10921464","VALIDATED","Toil","3.11.0","9606345","VALIDATED","MGI WUSTL","3361932","MGI WUSTL","3361932","Thomas Mooney","3361933","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1508408781352",,"2017-10-17","17.05.0-ce","syn11265162","4","900Gb","16Gb","local","Seven Bridges Genomics","1516687271793","9606345_SBG_1508408729.zip","9645964","rabix","syn11265163","VALIDATED","rabix","1.0.3","9606345","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1508436246286",,"2017-08-23","17.06.2-ce, build cec0b72","syn11266407","8","250Gb","35Mb","Google Compute Engine","Institute for Systems Biology","1516687273651","9606345_ISB-CGC_1508436228.zip","9646102","cwltool","syn11266563","VALIDATED","cwltool","1.0.20170217172322","9606345","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Todd Pihl","3360543","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1508520175965",,"2017-08-23","17.09.0-ce, build afdb6d4","syn11273329","8","250Gb","35Gb","Google Compute Engine","Institute for Systems Biology","1516687275460","9606345_ISB-CGC_1508520159.zip","9646432","cwltool","syn11273364","VALIDATED","cwltool","1.0.20170217172322","9606345","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Madelyn Reyes","3361538","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1508782955463",,"2017-08-23","1.12.6, build 78d1802","syn11288377","32","250Gb","30Gb","Google Compute Engine","Institute for Systems Biology","1516687277316","9606345_ISB-CGC_1508782934.zip","9647060","cwltool","syn11288466","VALIDATED","cwltool","1.0.20170822192924","9606345","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1510142913554",,"2017-10-17","1.12.6","syn11413949","8","700Gb","15Gb","EC2","Seven Bridges Genomics","1516687279403","9606345_SBG_1510142879.zip","9652156","SevenBridges","syn11414021","VALIDATED",,"latest","9606345","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1510802289637",,"2017-08-23","17.09.0-ce, build afdb6d4","syn11449618","8","50Gb","54Gb","Google Compute Engine","xD Bio","1516687281222","9606345__1510802269.zip","9653536","cwltool","syn11449653","VALIDATED","cwltool","1.0.20171107133715","9606345","VALIDATED",,"3340132","spinradical",,"spinradical","3340132","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1512175367961",,"2017-11-28","17.11.0","syn11541537","4","200Gb","15Gb","Google Compute Engine","Institute for Systems Biology","1516687283109","9606345_ISB-CGC_1512175347.zip","9655740","ISB-CGC/dsub+cwltool","syn11541538","VALIDATED","cwltool","1.0.20171107133715","9606345","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1512579463962",,"2017-08-23","17.05.0-ce, build 89658be","syn11579879","1","50Gb","3.5Gb","Azure","Veritas Genetics","1516687285013","9606345_ArvadosProject_1512579417.zip","9656008","Arvados","syn11580013","VALIDATED","arvados-cwl-runner,arvados-python-client,cwltool","0d06a2984420d9d48e16ccb6d85982b3dce05644~1.0.20171127193714,0.1.20171010180436,1.0.20171205195520","9606345","VALIDATED","Arvados Project","3366142","Arvados Project","3366142","Peter Amstutz","3334077","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1513334602915",,"2017-12-14","1.12.6, build c4618fb","syn11613011","8","100Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516687286849","9606345__1513334578.zip","9657150","rabix","syn11613016","VALIDATED","rabix-cli","1.0.1","9606345","VALIDATED",,"3360642","Vipin T Sreedharan",,"Vipin T Sreedharan","3360642","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1513689385145",,"2017-08-23","17.06.1-ce, build 874a737","syn11617322","8","2Tb","32Gb","local","LU","1516687288759","9606345_Team_LU_1513689356.zip","9657284","cwltool","syn11617325","VALIDATED","cwltool","1.0.20170828135420","9606345","VALIDATED","Team_LU","3366675","Team_LU","3366675","Abhishek Niroula","3323506","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1513721782638",,"2017-12-19","1.12.6","syn11617622","64","230Gb","251Gb","local","CCHMC, Barski Lab","1516687290558","9606345_BioWardrobe_1513721677.zip","9657298","CWL-Airflow","syn11617679","VALIDATED",,"0.0.1","9606345","VALIDATED","BioWardrobe","3359658","BioWardrobe","3359658","Michael Kotliar","3352211","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1513907583269",,"2017-12-18","dx-docker","syn11634489","autoscale","autoscale","autoscale","DNAnexus","DNAnexus Inc.","1516687292230","9606345_DNAnexus_1513907555.zip","9657792","DNAnexus-CWL","syn11634513","VALIDATED",,"alpha","9606345","VALIDATED","DNAnexus","3366717","DNAnexus","3366717","Nihar Sheth","3366692","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1514568086186","1.0.2017110733715","2017-11-15","1.12.6","syn11639664","8","2Tb","96Gb","OpenStack VM","Ontario Institute for Cancer Research","1516687293479","9606345_PCAWG-Tech_1514568061.zip","9657906","JTracker","syn11639673","VALIDATED","JTracker","0.2.0a5","9606345","VALIDATED","PCAWG-Tech","3364856","PCAWG-Tech","3364856","Junjun Zhang","2223635","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1514605449687",,"2017-12-05","17.09.0-ce","syn11639783","12","5Tb","62Gb","cluster","Digicon Corporation","1516687294440","9606345_BioGenLink_1514605433.zip","9657919","cwltool","syn11639794","VALIDATED","cwltool","1.0.20170217172322","9606345","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1514605498571",,"2017-12-12","17.09.0-ce","syn11639784","1","5Tb","8Gb","BioGenLink","Digicon Corporation","1516687296066","9606345_BioGenLink_1514605483.zip","9657920","dockstore","syn11639795","VALIDATED","dockstore","1.0.20170217172322","9606345","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1499740810658",,,"17.06.0-ce, build 02c1d87","syn10169760","4","300Gb","16Gb","local","Sage Bionetworks","1516686858493","md5sum.txt","9621705","cwltool","syn10208507","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","SageWorkflowRunners","3357698","SageWorkflowRunners","3357698","James Eddy","2223305","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1499858142566",,,"17.06.0-ce","syn10175893","4","200Gb","16Gb","local","Seven Bridges Genomics","1516686859567","md5sum.txt","9621853","rabix","syn10208896","VALIDATED","rabix","1.0.0","9603664","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1499981464432",,,"17.06.0-ce, build 02c1d87","syn10182363","2","50Gb","4Gb","EC2","UCSC","1516686860585","md5sum.txt","9622068","cwltool","syn10208899","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1499981556052",,,"17.06.0-ce, build 02c1d87","syn10182363","2","50Gb","4Gb","EC2","UCSC","1516686861631","md5sum.txt","9622069","cwltool","syn10208901","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1499989032212",,,"1.12.1, build 23cf638","syn10178812","31","1Tb","252Gb","UCSC podcloud VM","UCSC","1516686862698","md5sum.txt","9622070","cwltool","syn10208903","VALIDATED","cwltool","1.0.20170704143016","9603664","VALIDATED",,"3322142","Jeltje van Baren",,"Jeltje van Baren","3322142","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1500310166372",,,"1.12.6","syn10202358","4","250Gb","16Gb","local","UCSC","1516686863623","md5sum.txt","9622400","cwltool","syn10208905","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1500438475659",,,"1.12.6","syn10205963","32Gb","200Gb","244Gb","EC2","UCSC","1516686864639","md5sum.txt","9622669","dockstore","syn10208911","VALIDATED","dockstore","1.2.5","9603664","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1500655831073",,,"17.06.0-ce, build 02c1d87","syn10220038","2","50Gb","4Gb","EC2","UCSC","1516686865767","md5sum.txt","9623073","Toil","syn10220049","VALIDATED","Toil","3.10.0a1","9603664","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1500805813612",,,"17.06.0-ce","syn10221982","1","8Gb","1Gb","EC2","Johns Hopkins University","1516686866782","md5sum.txt","9623289","cwltool","syn10222000","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","zji90","3359912","zji90","3359912","zhicheng ji","3327007","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1501009914152",,,"17.05.0-ce, build 89658be","syn10227860","40","2.3Tb","128Gb","local","Curacloud Corporation","1516686867728","md5sum.txt","9623786","cwltool","syn10227888","VALIDATED","cwltool","1.0.20170721160741","9603664","VALIDATED","BirdsEyeView","3359976","BirdsEyeView","3359976","Han Hu","3340426","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1501513462159",,,"1.12.6","syn10175893","8","700Gb","15Gb","EC2","Seven Bridges Genomics","1516686868831","md5sum.txt","9624613","SevenBridges","syn10245695","VALIDATED",,"1.0.0","9603664","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1502823811018",,,"17.06.0-ce, build 02c1d87","syn10320360","8","400Gb","64Gb","local","Ontario Institute for Cancer Research","1516686869818","md5sum.txt","9627441","dockstore","syn10320765","VALIDATED","dockstore","1.2.5","9603664","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Denis Yuen","3334989","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1504218483530",,"2017-08-29","1.12.6, build 78d1802","syn10519164","4","10Gb","16Gb","local","No Institution","1516686870969","md5sum.txt","9631757","cwltool","syn10519180","VALIDATED","cwltool","1.0.20170817131858","9603664","VALIDATED",,"3340410","Jacob",,"Jacob","3340410","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1504262419856",,"2017-08-31","1.7.1, build 786b29d","syn10527172","12","1Tb","72Gb","local","European Molecular Biology Laboratory, Heidelberg","1516686872021","md5sum.txt","9631883","cwltool","syn10527349","VALIDATED","cwltool","1.0.20170413194156","9603664","VALIDATED","EMBL GA4GH-DREAM Challenge Team","3361484","EMBL GA4GH-DREAM Challenge Team","3361484","Benjamin Story","3352048","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1504619610191",,"2017-09-05","17.06.0-ce, build 02c1d87","syn10609745","4","470Gb","32Gb","local","Ontario Institute for Cancer Research","1516686873762","md5sum.txt","9632445","dockstore","syn10609792","VALIDATED","dockstore","1.2.7","9603664","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Gary Luu","3351463","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1504738352240",,"2017-08-11","17.06.0-ce, build 02c1d87","syn10626634","48","368Tb","512Gb","local","Children's Mercy Kansas City","1516686874849","md5sum.txt","9632834","cwltool","syn10626719","VALIDATED","cwltool","1.0.20170817131858","9603664","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Byunggil Yoo","3340080","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1505330603752",,,"17.06.0-ce, build 02c1d87","syn10320360","8","400Gb","64Gb","local","Ontario Institute for Cancer Research","1516686875883","md5sum.txt","9634723","dockstore","syn10765749","VALIDATED","dockstore","1.2.8","9603664","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Denis Yuen","3334989","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1505486038073",,"2017-09-15","17.06.0-ce, build 02c1d87","syn10626634","48","368Tb","512Gb","local","Children's Mercy Kansas City","1516686876866","md5sum.txt","9635415","cwltool","syn10807001","VALIDATED","cwltool","1.0.20170817131858","9603664","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jeff Johnston","3360391","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1505697275393",,"2017-09-17","1.12.6","syn10817542","64","230Gb","251Gb","local","CCHMC, Barski Lab","1516686878275","md5sum.txt","9635835","CWL-Airflow","syn10817630","VALIDATED",,"0.0.1","9603664","VALIDATED","BioWardrobe","3359658","BioWardrobe","3359658","Michael Kotliar","3352211","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1505756939486",,"2017-09-15","17.06.2-ce, build cec0b72","syn10828149","1","133Gb","8Gb","local","Children's Mercy Kansas City","1516686879385","md5sum.txt","9635967","cwltool","syn10830444","VALIDATED","cwltool","1.0.20170817131858","9603664","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jeff Johnston","3360391","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1505765979342",,"2017-09-14","1.12.6","syn10820471","8","140Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516686880564","md5sum.txt","9635982","cwltool","syn10837009","VALIDATED","cwltool","1.0.20170828135420","9603664","VALIDATED",,"3360642","ETH Zurich NEXUS Workflow Handler",,"Vipin T Sreedharan","3360642","4","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1505922964090",,"2017-09-20","17.06.0-ce, build 02c1d87","syn10609745","4","470Gb","32Gb","local","Ontario Institute for Cancer Research","1516686882483","md5sum.txt","9636369","dockstore","syn10850959","VALIDATED","dockstore","1.2.10","9603664","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Gary Luu","3351463","3","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1506020097289",,"2017-07-19","17.06.0-ce, build 02c1d87","syn10879319","4","500Gb","16Gb","local","Children's Mercy Kansas City","1516686883430","md5sum.txt","9636720","cwltool","syn10879375","VALIDATED","cwltool","1.0.20170817131858","9603664","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jonathon Saunders","3362244","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1506365353677",,"2017-09-07","17.06.0-ce, build 02c1d87","syn10901865","48","367Tb","512Gb","local","Children's Mercy Kansas City","1516686885261","md5sum.txt","9637535","cromwell","syn10901993","VALIDATED","cromwell","29","9603664","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Byunggil Yoo","3340080","1","md5sum","WDL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1506376590591",,,"17.06.0-ce-rc4","syn10903350","4","200Gb","16Gb","Google Compute Engine","UCSC","1516686887131","md5sum.txt","9637566","cwltool","syn10903616","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1506441380692",,"2017-09-26","17.06.2-ce","syn10907825","2","160Gb","64Gb","OpenStack VM","MGI WUSTL","1516686888999","md5sum.txt","9637646","cwltool","syn10908145","VALIDATED","cwltool","1.0.20170828135420","9603664","VALIDATED","MGI WUSTL","3361932","MGI WUSTL","3361932","Thomas Mooney","3361933","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1506447718714",,"2017-09-26","17.06.2-ce, build cec0b72","syn10908203","8","200Gb","16Gb","local","Galaxy Project","1516686890704","md5sum.txt","9637736","Galaxy via Planemo","syn10908253","VALIDATED","Planemo","0.46.1","9603664","VALIDATED","GalaxyProject","3362632","GalaxyProject","3362632","John Chilton","3322889","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1507681589726",,"2017-10-10","17.09.0-ce, build afdb6d4","syn11189853","2","120Gb","4Gb","local","UCSC","1516686892464","md5sum.txt","9643866","cwltool","syn11190093","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Michael Krause","3363440","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1508381069845",,"2017-10-19","17.03.1-ce, build c6d412e","syn11263937","1","elastic","1Gb","EGI FedCloud","University of Khartoum, Sudan","1516686894290","md5sum.txt","9645925","cwltool","syn11263978","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1508442288167",,"10/29/2017","1.12.6, build 78d1802","syn11267022","8","250Gb","30Gb","Google Compute Engine","Institute for Systems Biology","1516686896033","md5sum.txt","9646111","cwltool","syn11267155","VALIDATED","cwltool","1.0.20170822192924","9603664","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1508443822011",,"09/28/2017","17.09.0-ce, build afdb6d4","syn11267227","8","250Gb","35Gb","Google Compute Engine","Institute for Systems Biology","1516686897820","md5sum.txt","9646114","cwltool","syn11267403","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Madelyn Reyes","3361538","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1508449823570",,"2017-10-09","17.06.2-ce","syn11268227","4","200Gb","16Gb","Google Compute Engine","UCSC","1516686899606","md5sum.txt","9646177","dockstore","syn11268331","VALIDATED","dockstore","1.2.10","9603664","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1511473477152",,"2017-11-23","v1alpha2 Google Pipelines API","syn11503467","1","10Gb","512Mb","Google Compute Engine","DNAstack","1516686901432","md5sum.txt","9655149","DNAstack/cromwell","syn11503496","VALIDATED","cromwell","28","9603664","VALIDATED","DNAstack","3365757","DNAstack","3365757","Jim Vlasblom","3352027","1","md5sum","WDL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1511887332779",,"2017-11-29","17.03.1-ce, build c6d412e","syn11515203","8","50Gb","32Gb","EGI FedCloud","University of Khartoum","1516686903516","md5sum.txt","9655241","rabix","syn11515217","VALIDATED","rabix","1.0.0","9603664","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1511888068829",,"2017-11-29","17.03.1-ce, build c6d412e","syn11515210","8","50Gb","32Gb","EGI FedCloud","University of Khartoum","1516686906032","md5sum.txt","9655242","Toil","syn11515218","VALIDATED","Toil","3.12.0","9603664","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1511894412662",,"2017-11-29","17.03.1-ce, build c6d412e","syn11515527","8","50Gb","32Gb","EGI FedCloud","University of Khartoum","1516686907768","md5sum.txt","9655243","cromwell","syn11515896","VALIDATED","cromwell","29","9603664","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","md5sum","WDL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1512166261174",,"2017-11-28","17.11.0","syn11541085","2","200Gb","7.5Gb","Google Compute Engine","Institute for Systems Biology","1516686909515","md5sum.txt","9655735","ISB-CGC/dsub+cwltool","syn11541239","VALIDATED","cwltool","1.0.20171107133715","9603664","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1512451613877",,"2017-12-05","17.09.0-ce","syn11565402","12","5Tb","62Gb","cluster","Digicon Corporation","1516686911330","md5sum.txt","9655813","cwltool","syn11565408","VALIDATED","cwltool","1.0.20170217172322","9603664","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1512507589789",,"2017-09-13","17.05.0-ce, build 89658be","syn11567586","1","50Gb","3.5Gb","Azure","Veritas Genetics","1516686913258","md5sum.txt","9655835","Arvados","syn11567833","VALIDATED","arvados-cwl-runner,arvados-python-client,cwltool","0d06a2984420d9d48e16ccb6d85982b3dce05644~1.0.20171127193714,0.1.20171010180436,1.0.20171205195520","9603664","VALIDATED","Arvados Project","3366142","Arvados Project","3366142","Peter Amstutz","3334077","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1513792794530",,"2017-12-18","17.09.0-ce","syn11617444","2","512Gb","16Gb","local","DNAnexus Inc.","1516686915291","md5sum.txt","9657474","cwltool","syn11622499","VALIDATED","cwltool","1.0.20171107133715","9603664","VALIDATED","DNAnexus","3366717","DNAnexus","3366717","Nihar Sheth","3366692","2","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1513891940744",,"2017-12-18","dx-docker","syn11633477","autoscale","autoscale","autoscale","DNAnexus","DNAnexus Inc.","1516686916965","md5sum.txt","9657789","DNAnexus-WDL","syn11634213","VALIDATED",,"0.56","9603664","VALIDATED","DNAnexus","3366717","DNAnexus","3366717","Nihar Sheth","3366692","1","md5sum","WDL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1513892593234",,"2017-12-18","dx-docker","syn11633695","autoscale","autoscale","autoscale","DNAnexus","DNAnexus Inc.","1516686918871","md5sum.txt","9657790","DNAnexus-CWL","syn11634214","VALIDATED",,"alpha","9603664","VALIDATED","DNAnexus","3366717","DNAnexus","3366717","Nihar Sheth","3366692","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1513957090920",,"2017-12-19","17.11.0","syn11634913","2","200Gb","7.5Gb","Google Compute Engine","Institute for Systems Biology","1516686920665","md5sum.txt","9657794","ISB-CGC/dsub+rabix","syn11634914","VALIDATED","rabix","1.0.3","9603664","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1514437375866","1.0.2017110733715","2017-11-15","1.12.6","syn11638613","8","2Tb","96Gb","OpenStack VM","Ontario Institute for Cancer Research","1516686921708","md5sum.txt","9657807","JTracker","syn11638654","VALIDATED","JTracker","0.2.0a4","9603664","VALIDATED","PCAWG-Tech","3364856","PCAWG-Tech","3364856","Junjun Zhang","2223635","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1514456051665",,"2017-12-12","17.09.0-ce","syn11638677","1","5Tb","62Gb","BioGenLink","Digicon Corporation","1516686923601","md5sum.txt","9657810","dockstore","syn11638678","VALIDATED","dockstore","1.0.20170217172322","9603664","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1514571975547",,"2017-12-29","17.03.1-ce, build c6d412e","syn11639676","8","100Gb","32Gb","EGI FedCloud","University of Khartoum","1516686924856","md5sum.txt","9657908","dockstore","syn11639686","VALIDATED","dockstore","1.0.20170828135420","9603664","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
"1514594853358",,"2017-12-12","17.09.0-ce","syn11639747","1","5Tb","8Gb","BioGenLink","Digicon Corporation","1516686925781","md5sum.txt","9657913","BioGenLink","syn11639748","VALIDATED",,"1.0.20170217172322","9603664","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","md5sum","CWL","Brian O'Connor","hello input","1","512Kb","1Gb"
